date_updated,state,start_date,legend,curr_date,month,end_date,tot_cases,new_cases,abs_new_cases,tot_deaths,new_deaths,abs_new_deaths,new_historic_cases,new_historic_deaths,state_full,region,abbreviaton_map,states_map,Region_map,region_cumulative_cases,region_new_cases_per_week,region_cumulative_deaths,region_deaths_per_week
9/1/2022,SC,8/25/2022,"Aug 25, 2022",25-Aug-22,22-Sep,8/31/2022,1674281,13261,2989,18263,18,0,0,0,South Carolina,South,,,,36267633,305256,421636,1382
9/8/2022,SC,9/1/2022,"Sep 1, 2022",1-Sep-22,22-Sep,9/7/2022,1687640,13359,98,18299,36,18,0,0,South Carolina,South,,,,36544279,291332,423656,2020
9/15/2022,SC,9/8/2022,"Sep 8, 2022",8-Sep-22,22-Sep,9/14/2022,1696746,9106,4253,18316,17,19,0,0,South Carolina,South,,,,36778919,276646,424993,1337
9/22/2022,SC,9/15/2022,"Sep 15, 2022",15-Sep-22,22-Sep,9/21/2022,1703439,6693,2413,18331,15,2,0,0,South Carolina,South,,,,36965835,234640,426275,1282
9/29/2022,SC,9/22/2022,"Sep 22, 2022",22-Sep-22,22-Sep,9/28/2022,1708074,4635,2058,18365,34,19,0,0,South Carolina,South,,,,37113971,186916,427642,1367
10/6/2022,SC,9/29/2022,"Sep 29, 2022",29-Sep-22,22-Oct,10/5/2022,1712281,4207,428,18390,25,9,0,0,South Carolina,South,,,,37226114,148136,428963,1321
10/13/2022,SC,10/6/2022,"Oct 6, 2022",6-Oct-22,22-Oct,10/12/2022,1715434,3153,1054,18468,78,53,0,0,South Carolina,South,,,,37313318,112143,430314,1351
10/20/2022,SC,10/13/2022,"Oct 13, 2022",13-Oct-22,22-Oct,10/19/2022,1718600,3166,13,18527,59,19,0,0,South Carolina,South,,,,37391258,87204,431447,1133
10/27/2022,SC,10/20/2022,"Oct 20, 2022",20-Oct-22,22-Oct,10/26/2022,1721693,3093,73,18578,51,8,0,0,South Carolina,South,,,,37465987,77940,432432,985
11/3/2022,SC,10/27/2022,"Oct 27, 2022",27-Oct-22,22-Nov,11/2/2022,1725160,3467,374,18633,55,4,0,0,South Carolina,South,,,,37535026,74729,433347,915
11/10/2022,SC,11/3/2022,"Nov 3, 2022",3-Nov-22,22-Nov,11/9/2022,1729333,4173,706,18660,27,28,0,0,South Carolina,South,,,,37613464,69039,434406,1054
11/17/2022,SC,11/10/2022,"Nov 10, 2022",10-Nov-22,22-Nov,11/16/2022,1732287,2954,1219,18678,18,9,0,0,South Carolina,South,,,,37698366,78438,435104,693
11/24/2022,SC,11/17/2022,"Nov 17, 2022",17-Nov-22,22-Nov,11/23/2022,1735351,3064,110,18706,28,10,0,0,South Carolina,South,,,,37770601,84902,435772,668
12/1/2022,SC,11/24/2022,"Nov 24, 2022",24-Nov-22,22-Dec,11/30/2022,1738379,3028,36,18710,4,24,0,0,South Carolina,South,,,,37847906,72235,436528,756
12/8/2022,SC,12/1/2022,"Dec 1, 2022",1-Dec-22,22-Dec,12/7/2022,1745168,6789,3761,18756,46,42,0,0,South Carolina,South,,,,37937560,77305,437180,652
12/15/2022,SC,12/8/2022,"Dec 8, 2022",8-Dec-22,22-Dec,12/14/2022,1751646,6478,311,18783,27,19,0,0,South Carolina,South,,,,38073092,89654,438355,902
12/22/2022,SC,12/15/2022,"Dec 15, 2022",15-Dec-22,22-Dec,12/21/2022,1760204,8558,2080,18811,28,1,0,0,South Carolina,South,,,,38216873,135532,439133,778
12/29/2022,SC,12/22/2022,"Dec 22, 2022",22-Dec-22,22-Dec,12/28/2022,1770059,9855,1297,18834,23,5,0,0,South Carolina,South,,,,38399186,143781,440043,910
1/5/2023,SC,12/29/2022,"Dec 29, 2022",29-Dec-22,23-Jan,1/4/2023,1780649,10590,735,18849,15,8,0,0,South Carolina,South,,,,38540882,160916,440785,742
1/12/2023,SC,1/5/2023,"Jan 5, 2023",5-Jan-23,23-Jan,1/11/2023,1791933,11284,694,18983,134,119,0,0,South Carolina,South,,,,38751346,141696,441539,754
1/19/2023,SC,1/12/2023,"Jan 12, 2023",12-Jan-23,23-Jan,1/18/2023,1799966,8033,3251,19069,86,48,0,0,South Carolina,South,,,,38936780,210464,442858,1319
1/26/2023,SC,1/19/2023,"Jan 19, 2023",19-Jan-23,23-Jan,1/25/2023,1807019,7053,980,19093,24,62,0,0,South Carolina,South,,,,39085423,185434,444426,1568
2/2/2023,SC,1/26/2023,"Jan 26, 2023",26-Jan-23,23-Feb,2/1/2023,1812958,5939,1114,19226,133,109,0,0,South Carolina,South,,,,39218284,148643,445736,1310
2/9/2023,SC,2/2/2023,"Feb 2, 2023",2-Feb-23,23-Feb,2/8/2023,1818546,5588,351,19330,104,29,0,0,South Carolina,South,,,,39348598,132861,447163,1427
2/16/2023,SC,2/9/2023,"Feb 9, 2023",9-Feb-23,23-Feb,2/15/2023,1823413,4867,721,19393,63,41,0,0,South Carolina,South,,,,39470552,125807,448727,1265
2/23/2023,SC,2/16/2023,"Feb 16, 2023",16-Feb-23,23-Feb,2/22/2023,1827620,4207,660,19489,96,33,0,0,South Carolina,South,,,,39576580,121954,449866,1077
3/2/2023,SC,2/23/2023,"Feb 23, 2023",23-Feb-23,23-Mar,3/1/2023,1833731,6111,1904,19531,42,54,0,0,South Carolina,South,,,,39674665,106028,450884,1018
3/9/2023,SC,3/2/2023,"Mar 2, 2023",2-Mar-23,23-Mar,3/8/2023,1836568,2837,3274,19599,68,26,0,0,South Carolina,South,,,,39763071,91285,451699,815
3/16/2023,SC,3/9/2023,"Mar 9, 2023",9-Mar-23,23-Mar,3/15/2023,1838465,1897,940,19653,54,14,0,0,South Carolina,South,,,,39826025,88406,452584,885
3/23/2023,SC,3/16/2023,"Mar 16, 2023",16-Mar-23,23-Mar,3/22/2023,1840458,1993,96,19672,19,35,0,0,South Carolina,South,,,,39882159,62954,453192,608
3/30/2023,SC,3/23/2023,"Mar 23, 2023",23-Mar-23,23-Mar,3/29/2023,1842519,2061,68,19683,11,8,0,0,South Carolina,South,,,,39942564,56134,454125,933
4/6/2023,SC,3/30/2023,"Mar 30, 2023",30-Mar-23,23-Apr,4/5/2023,1844314,1795,266,19744,61,50,0,0,South Carolina,South,,,,39994484,58166,454528,403
4/13/2023,SC,4/6/2023,"Apr 6, 2023",6-Apr-23,23-Apr,4/12/2023,1846130,1816,21,19786,42,19,0,0,South Carolina,South,,,,40045983,46573,455372,844
4/20/2023,SC,4/13/2023,"Apr 13, 2023",13-Apr-23,23-Apr,4/19/2023,1848020,1890,74,19836,50,8,0,0,South Carolina,South,,,,40085303,51499,455773,401
4/27/2023,SC,4/20/2023,"Apr 20, 2023",20-Apr-23,23-Apr,4/26/2023,1849390,1370,520,19851,15,35,0,0,South Carolina,South,,,,40124542,39320,456124,351
5/4/2023,SC,4/27/2023,"Apr 27, 2023",27-Apr-23,23-May,5/3/2023,1850662,1272,98,19901,50,35,0,0,South Carolina,South,,,,40161427,39239,456512,388
5/11/2023,SC,5/4/2023,"May 4, 2023",4-May-23,23-May,5/10/2023,1852019,1357,85,19923,22,28,0,0,South Carolina,South,,,,40193561,35936,456833,321
1/23/2020,SD,1/16/2020,"Jan 16, 2020",16-Jan-20,20-Jan,1/22/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,40222735,32134,458256,314
1/30/2020,SD,1/23/2020,"Jan 23, 2020",23-Jan-20,20-Jan,1/29/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,0,29174,0,0
2/6/2020,SD,1/30/2020,"Jan 30, 2020",30-Jan-20,20-Feb,2/5/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,1,0,0,0
2/13/2020,SD,2/6/2020,"Feb 6, 2020",6-Feb-20,20-Feb,2/12/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,2,1,0,0
2/20/2020,SD,2/13/2020,"Feb 13, 2020",13-Feb-20,20-Feb,2/19/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,2,1,0,0
2/27/2020,SD,2/20/2020,"Feb 20, 2020",20-Feb-20,20-Feb,2/26/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,2,0,0,0
3/5/2020,SD,2/27/2020,"Feb 27, 2020",27-Feb-20,20-Mar,3/4/2020,0,0,0,0,0,0,0,0,South Dakota,Midwest,,,,2,0,0,0
3/12/2020,SD,3/5/2020,"Mar 5, 2020",5-Mar-20,20-Mar,3/11/2020,7,7,7,1,1,1,0,0,South Dakota,Midwest,,,,6,0,0,0
3/19/2020,SD,3/12/2020,"Mar 12, 2020",12-Mar-20,20-Mar,3/18/2020,11,4,3,1,0,1,0,0,South Dakota,Midwest,,,,78,4,1,1
3/26/2020,SD,3/19/2020,"Mar 19, 2020",19-Mar-20,20-Mar,3/25/2020,41,30,26,1,0,0,0,0,South Dakota,Midwest,,,,874,72,13,12
4/2/2020,SD,3/26/2020,"Mar 26, 2020",26-Mar-20,20-Apr,4/1/2020,129,88,58,2,1,1,0,0,South Dakota,Midwest,,,,7273,796,162,149
4/9/2020,SD,4/2/2020,"Apr 2, 2020",2-Apr-20,20-Apr,4/8/2020,393,264,176,6,4,3,0,0,South Dakota,Midwest,,,,27300,6399,909,747
4/16/2020,SD,4/9/2020,"Apr 9, 2020",9-Apr-20,20-Apr,4/15/2020,1168,775,511,6,0,4,0,0,South Dakota,Midwest,,,,57882,20027,2527,1618
4/23/2020,SD,4/16/2020,"Apr 16, 2020",16-Apr-20,20-Apr,4/22/2020,1858,690,85,9,3,3,0,0,South Dakota,Midwest,,,,86927,30582,4855,2328
4/30/2020,SD,4/23/2020,"Apr 23, 2020",23-Apr-20,20-Apr,4/29/2020,2374,516,174,13,4,1,0,0,South Dakota,Midwest,,,,121187,29045,7383,2528
5/7/2020,SD,4/30/2020,"Apr 30, 2020",30-Apr-20,20-May,5/6/2020,2778,404,112,29,16,12,0,0,South Dakota,Midwest,,,,163784,34260,10041,2658
5/14/2020,SD,5/7/2020,"May 7, 2020",7-May-20,20-May,5/13/2020,3732,954,550,39,10,6,0,0,South Dakota,Midwest,,,,213086,42597,12473,2432
5/21/2020,SD,5/14/2020,"May 14, 2020",14-May-20,20-May,5/20/2020,4177,445,509,46,7,3,0,0,South Dakota,Midwest,,,,256742,49302,14815,2342
5/28/2020,SD,5/21/2020,"May 21, 2020",21-May-20,20-May,5/27/2020,4706,529,84,54,8,1,0,0,South Dakota,Midwest,,,,300092,43656,16903,2088
6/4/2020,SD,5/28/2020,"May 28, 2020",28-May-20,20-Jun,6/3/2020,5160,454,75,62,8,0,0,0,South Dakota,Midwest,,,,339775,43350,18625,1722
6/11/2020,SD,6/4/2020,"Jun 4, 2020",4-Jun-20,20-Jun,6/10/2020,5598,438,16,69,7,1,0,0,South Dakota,Midwest,,,,372021,39683,20100,1475
6/18/2020,SD,6/11/2020,"Jun 11, 2020",11-Jun-20,20-Jun,6/17/2020,6043,445,7,78,9,2,0,0,South Dakota,Midwest,,,,396303,32246,21208,1108
6/25/2020,SD,6/18/2020,"Jun 18, 2020",18-Jun-20,20-Jun,6/24/2020,6419,376,69,84,6,3,0,0,South Dakota,Midwest,,,,417964,24282,22144,936
7/2/2020,SD,6/25/2020,"Jun 25, 2020",25-Jun-20,20-Jul,7/1/2020,6826,407,31,93,9,3,0,0,South Dakota,Midwest,,,,442905,21661,22839,695
7/9/2020,SD,7/2/2020,"Jul 2, 2020",2-Jul-20,20-Jul,7/8/2020,7242,416,9,98,5,4,0,0,South Dakota,Midwest,,,,475518,24941,23448,609
7/16/2020,SD,7/9/2020,"Jul 9, 2020",9-Jul-20,20-Jul,7/15/2020,7651,409,7,111,13,8,0,0,South Dakota,Midwest,,,,513930,32613,24179,731
7/23/2020,SD,7/16/2020,"Jul 16, 2020",16-Jul-20,20-Jul,7/22/2020,8077,426,17,119,8,5,0,0,South Dakota,Midwest,,,,562460,38412,24722,543
7/30/2020,SD,7/23/2020,"Jul 23, 2020",23-Jul-20,20-Jul,7/29/2020,8634,557,131,129,10,2,0,0,South Dakota,Midwest,,,,617344,48530,25367,645
8/6/2020,SD,7/30/2020,"Jul 30, 2020",30-Jul-20,20-Aug,8/5/2020,9151,517,40,137,8,2,0,0,South Dakota,Midwest,,,,679874,54884,26056,689
8/13/2020,SD,8/6/2020,"Aug 6, 2020",6-Aug-20,20-Aug,8/12/2020,9816,665,148,147,10,2,0,0,South Dakota,Midwest,,,,737811,62530,26770,714
8/20/2020,SD,8/13/2020,"Aug 13, 2020",13-Aug-20,20-Aug,8/19/2020,10566,750,85,155,8,2,0,0,South Dakota,Midwest,,,,795638,57937,27542,772
8/27/2020,SD,8/20/2020,"Aug 20, 2020",20-Aug-20,20-Aug,8/26/2020,11571,1005,255,162,7,1,0,0,South Dakota,Midwest,,,,855086,57827,28365,823
9/3/2020,SD,8/27/2020,"Aug 27, 2020",27-Aug-20,20-Sep,9/2/2020,14004,2433,1428,169,7,0,0,0,South Dakota,Midwest,,,,918981,59448,29197,832
9/10/2020,SD,9/3/2020,"Sep 3, 2020",3-Sep-20,20-Sep,9/9/2020,15574,1570,863,173,4,3,0,0,South Dakota,Midwest,,,,989722,63895,30008,811
9/17/2020,SD,9/10/2020,"Sep 10, 2020",10-Sep-20,20-Sep,9/16/2020,17294,1720,150,192,19,15,0,0,South Dakota,Midwest,,,,1057284,70741,30814,806
9/24/2020,SD,9/17/2020,"Sep 17, 2020",17-Sep-20,20-Sep,9/23/2020,19633,2339,619,202,10,9,0,0,South Dakota,Midwest,,,,1129731,67562,31700,886
10/1/2020,SD,9/24/2020,"Sep 24, 2020",24-Sep-20,20-Oct,9/30/2020,22389,2756,417,223,21,11,0,0,South Dakota,Midwest,,,,1209830,72447,32584,884
10/8/2020,SD,10/1/2020,"Oct 1, 2020",1-Oct-20,20-Oct,10/7/2020,25906,3517,761,258,35,14,0,0,South Dakota,Midwest,,,,1300535,80099,33665,1081
10/15/2020,SD,10/8/2020,"Oct 8, 2020",8-Oct-20,20-Oct,10/14/2020,30215,4309,792,291,33,2,0,0,South Dakota,Midwest,,,,1393764,90705,34896,1231
10/22/2020,SD,10/15/2020,"Oct 15, 2020",15-Oct-20,20-Oct,10/21/2020,35044,4829,520,333,42,9,0,0,South Dakota,Midwest,,,,1513729,93229,36379,1483
10/29/2020,SD,10/22/2020,"Oct 22, 2020",22-Oct-20,20-Oct,10/28/2020,42000,6956,2127,384,51,9,0,0,South Dakota,Midwest,,,,1668643,119965,38268,1889
11/5/2020,SD,10/29/2020,"Oct 29, 2020",29-Oct-20,20-Nov,11/4/2020,49789,7789,833,460,76,25,0,0,South Dakota,Midwest,,,,1850834,154914,40417,2149
11/12/2020,SD,11/5/2020,"Nov 5, 2020",5-Nov-20,20-Nov,11/11/2020,58696,8907,1118,567,107,31,0,0,South Dakota,Midwest,,,,2105073,182191,42921,2504
11/19/2020,SD,11/12/2020,"Nov 12, 2020",12-Nov-20,20-Nov,11/18/2020,68671,9975,1068,674,107,0,0,0,South Dakota,Midwest,,,,2482530,254239,46322,3401
11/26/2020,SD,11/19/2020,"Nov 19, 2020",19-Nov-20,20-Nov,11/25/2020,76142,7471,2504,849,175,68,0,0,South Dakota,Midwest,,,,2926870,377457,50421,4099
12/3/2020,SD,11/26/2020,"Nov 26, 2020",26-Nov-20,20-Dec,12/2/2020,82203,6061,1410,994,145,30,0,0,South Dakota,Midwest,,,,3357745,444340,55835,5414
12/10/2020,SD,12/3/2020,"Dec 3, 2020",3-Dec-20,20-Dec,12/9/2020,88023,5820,241,1147,153,8,0,0,South Dakota,Midwest,,,,3706859,430875,61321,5486
12/17/2020,SD,12/10/2020,"Dec 10, 2020",10-Dec-20,20-Dec,12/16/2020,92604,4581,1239,1300,153,0,0,0,South Dakota,Midwest,,,,4097661,349114,67642,6321
12/24/2020,SD,12/17/2020,"Dec 17, 2020",17-Dec-20,20-Dec,12/23/2020,96039,3435,1146,1389,89,64,0,0,South Dakota,Midwest,,,,4414957,390802,74284,6642
12/31/2020,SD,12/24/2020,"Dec 24, 2020",24-Dec-20,20-Dec,12/30/2020,98721,2682,753,1464,75,14,0,0,South Dakota,Midwest,,,,4686598,317296,80139,5855
1/7/2021,SD,12/31/2020,"Dec 31, 2020",31-Dec-20,21-Jan,1/6/2021,101678,2957,275,1518,54,21,0,0,South Dakota,Midwest,,,,4896640,271641,85001,4862
1/14/2021,SD,1/7/2021,"Jan 7, 2021",7-Jan-21,21-Jan,1/13/2021,104175,2497,460,1604,86,32,0,0,South Dakota,Midwest,,,,5146052,210042,89688,4687
1/21/2021,SD,1/14/2021,"Jan 14, 2021",14-Jan-21,21-Jan,1/20/2021,106039,1864,633,1666,62,24,0,0,South Dakota,Midwest,,,,5401168,249412,94173,4485
1/28/2021,SD,1/21/2021,"Jan 21, 2021",21-Jan-21,21-Jan,1/27/2021,107611,1572,292,1738,72,10,0,0,South Dakota,Midwest,,,,5589326,255116,97919,3746
2/4/2021,SD,1/28/2021,"Jan 28, 2021",28-Jan-21,21-Feb,2/3/2021,108638,1027,545,1778,40,32,0,0,South Dakota,Midwest,,,,5747868,188158,101231,3312
2/11/2021,SD,2/4/2021,"Feb 4, 2021",4-Feb-21,21-Feb,2/10/2021,109578,940,87,1813,35,5,0,0,South Dakota,Midwest,,,,5870985,158542,104100,2869
2/18/2021,SD,2/11/2021,"Feb 11, 2021",11-Feb-21,21-Feb,2/17/2021,110683,1105,165,1842,29,6,0,0,South Dakota,Midwest,,,,5970119,123117,106945,2845
2/25/2021,SD,2/18/2021,"Feb 18, 2021",18-Feb-21,21-Feb,2/24/2021,111807,1124,19,1862,20,9,0,0,South Dakota,Midwest,,,,6045032,99134,108790,1845
3/4/2021,SD,2/25/2021,"Feb 25, 2021",25-Feb-21,21-Mar,3/3/2021,112830,1023,101,1892,30,10,0,0,South Dakota,Midwest,,,,6116267,74913,110469,1679
3/11/2021,SD,3/4/2021,"Mar 4, 2021",4-Mar-21,21-Mar,3/10/2021,113952,1122,99,1903,11,19,0,0,South Dakota,Midwest,,,,6179987,71235,111743,1274
3/18/2021,SD,3/11/2021,"Mar 11, 2021",11-Mar-21,21-Mar,3/17/2021,114959,1007,115,1914,11,0,0,0,South Dakota,Midwest,,,,6243488,63720,112904,1161
3/25/2021,SD,3/18/2021,"Mar 18, 2021",18-Mar-21,21-Mar,3/24/2021,116352,1393,386,1922,8,3,0,0,South Dakota,Midwest,,,,6310969,63501,113723,819
4/1/2021,SD,3/25/2021,"Mar 25, 2021",25-Mar-21,21-Apr,3/31/2021,117756,1404,11,1933,11,3,0,0,South Dakota,Midwest,,,,6393821,67481,114459,736
4/8/2021,SD,4/1/2021,"Apr 1, 2021",1-Apr-21,21-Apr,4/7/2021,118976,1220,184,1936,3,8,0,0,South Dakota,Midwest,,,,6499849,82852,115241,782
4/15/2021,SD,4/8/2021,"Apr 8, 2021",8-Apr-21,21-Apr,4/14/2021,120379,1403,183,1946,10,7,0,0,South Dakota,Midwest,,,,6622705,106028,116093,852
4/22/2021,SD,4/15/2021,"Apr 15, 2021",15-Apr-21,21-Apr,4/21/2021,121517,1138,265,1953,7,3,0,0,South Dakota,Midwest,,,,6759667,122856,117021,928
4/29/2021,SD,4/22/2021,"Apr 22, 2021",22-Apr-21,21-Apr,4/28/2021,122397,880,258,1961,8,1,0,0,South Dakota,Midwest,,,,6878929,136962,118061,1040
5/6/2021,SD,4/29/2021,"Apr 29, 2021",29-Apr-21,21-May,5/5/2021,123068,671,209,1975,14,6,0,0,South Dakota,Midwest,,,,6976939,119262,119221,1160
5/13/2021,SD,5/6/2021,"May 6, 2021",6-May-21,21-May,5/12/2021,123514,446,225,1988,13,1,0,0,South Dakota,Midwest,,,,7063068,98010,120397,1176
5/20/2021,SD,5/13/2021,"May 13, 2021",13-May-21,21-May,5/19/2021,123822,308,138,1994,6,7,0,0,South Dakota,Midwest,,,,7130188,86129,121469,1072
5/27/2021,SD,5/20/2021,"May 20, 2021",20-May-21,21-May,5/26/2021,124063,241,67,2003,9,3,0,0,South Dakota,Midwest,,,,7180495,67120,122466,997
6/3/2021,SD,5/27/2021,"May 27, 2021",27-May-21,21-Jun,6/2/2021,124213,150,91,2019,16,7,0,0,South Dakota,Midwest,,,,7219250,50307,123298,832
6/10/2021,SD,6/3/2021,"Jun 3, 2021",3-Jun-21,21-Jun,6/9/2021,124299,86,64,2023,4,12,0,0,South Dakota,Midwest,,,,7241573,38755,124034,736
6/17/2021,SD,6/10/2021,"Jun 10, 2021",10-Jun-21,21-Jun,6/16/2021,124372,73,13,2026,3,1,0,0,South Dakota,Midwest,,,,7261699,22323,124820,786
6/24/2021,SD,6/17/2021,"Jun 17, 2021",17-Jun-21,21-Jun,6/23/2021,124466,94,21,2029,3,0,0,0,South Dakota,Midwest,,,,7277798,20126,125368,548
7/1/2021,SD,6/24/2021,"Jun 24, 2021",24-Jun-21,21-Jul,6/30/2021,124546,80,14,2034,5,2,0,0,South Dakota,Midwest,,,,7292311,16099,125767,399
7/8/2021,SD,7/1/2021,"Jul 1, 2021",1-Jul-21,21-Jul,7/7/2021,124650,104,24,2038,4,1,0,0,South Dakota,Midwest,,,,7308440,14513,126179,412
7/15/2021,SD,7/8/2021,"Jul 8, 2021",8-Jul-21,21-Jul,7/14/2021,124762,112,8,2040,2,2,0,0,South Dakota,Midwest,,,,7327784,16129,126508,329
7/22/2021,SD,7/15/2021,"Jul 15, 2021",15-Jul-21,21-Jul,7/21/2021,124959,197,85,2042,2,0,0,0,South Dakota,Midwest,,,,7356581,19344,126919,411
7/29/2021,SD,7/22/2021,"Jul 22, 2021",22-Jul-21,21-Jul,7/28/2021,125224,265,68,2044,2,0,0,0,South Dakota,Midwest,,,,7397397,28797,127341,422
8/5/2021,SD,7/29/2021,"Jul 29, 2021",29-Jul-21,21-Aug,8/4/2021,125599,375,110,2051,7,5,0,0,South Dakota,Midwest,,,,7458120,40816,127842,501
8/12/2021,SD,8/5/2021,"Aug 5, 2021",5-Aug-21,21-Aug,8/11/2021,126457,858,483,2052,1,6,0,0,South Dakota,Midwest,,,,7538995,60723,128454,612
8/19/2021,SD,8/12/2021,"Aug 12, 2021",12-Aug-21,21-Aug,8/18/2021,127696,1239,381,2057,5,4,0,0,South Dakota,Midwest,,,,7654139,80875,129269,815
8/26/2021,SD,8/19/2021,"Aug 19, 2021",19-Aug-21,21-Aug,8/25/2021,129865,2169,930,2060,3,2,0,0,South Dakota,Midwest,,,,7780719,115144,130340,1071
9/2/2021,SD,8/26/2021,"Aug 26, 2021",26-Aug-21,21-Sep,9/1/2021,132837,2972,803,2070,10,7,0,0,South Dakota,Midwest,,,,7931698,126580,131576,1236
9/9/2021,SD,9/2/2021,"Sep 2, 2021",2-Sep-21,21-Sep,9/8/2021,135537,2700,272,2077,7,3,0,0,South Dakota,Midwest,,,,8111340,150979,133014,1438
9/16/2021,SD,9/9/2021,"Sep 9, 2021",9-Sep-21,21-Sep,9/15/2021,138860,3323,623,2094,17,10,0,0,South Dakota,Midwest,,,,8288250,179642,134532,1518
9/23/2021,SD,9/16/2021,"Sep 16, 2021",16-Sep-21,21-Sep,9/22/2021,141744,2884,439,2110,16,1,0,0,South Dakota,Midwest,,,,8497397,176910,136510,1978
9/30/2021,SD,9/23/2021,"Sep 23, 2021",23-Sep-21,21-Sep,9/29/2021,144548,2804,80,2134,24,8,0,0,South Dakota,Midwest,,,,8695958,209147,138595,2085
10/7/2021,SD,9/30/2021,"Sep 30, 2021",30-Sep-21,21-Oct,10/6/2021,146996,2448,356,2167,33,9,0,0,South Dakota,Midwest,,,,8877823,198561,140768,2173
10/14/2021,SD,10/7/2021,"Oct 7, 2021",7-Oct-21,21-Oct,10/13/2021,149337,2341,107,2176,9,24,0,0,South Dakota,Midwest,,,,9062165,181865,142876,2108
10/21/2021,SD,10/14/2021,"Oct 14, 2021",14-Oct-21,21-Oct,10/20/2021,151554,2217,124,2204,28,19,0,0,South Dakota,Midwest,,,,9231028,184342,144859,1983
10/28/2021,SD,10/21/2021,"Oct 21, 2021",21-Oct-21,21-Oct,10/27/2021,153775,2221,4,2230,26,2,0,0,South Dakota,Midwest,,,,9375347,168863,146893,2034
11/4/2021,SD,10/28/2021,"Oct 28, 2021",28-Oct-21,21-Nov,11/3/2021,156123,2348,127,2252,22,4,0,0,South Dakota,Midwest,,,,9513233,144319,149029,2136
11/11/2021,SD,11/4/2021,"Nov 4, 2021",4-Nov-21,21-Nov,11/10/2021,158822,2699,351,2276,24,2,0,0,South Dakota,Midwest,,,,9670213,137886,151043,2014
11/18/2021,SD,11/11/2021,"Nov 11, 2021",11-Nov-21,21-Nov,11/17/2021,161472,2650,49,2297,21,3,0,0,South Dakota,Midwest,,,,9848266,156980,152913,1870
11/25/2021,SD,11/18/2021,"Nov 18, 2021",18-Nov-21,21-Nov,11/24/2021,164291,2819,169,2320,23,2,0,0,South Dakota,Midwest,,,,10077459,178053,154893,1980
12/2/2021,SD,11/25/2021,"Nov 25, 2021",25-Nov-21,21-Dec,12/1/2021,167140,2849,30,2349,29,6,0,0,South Dakota,Midwest,,,,10330349,229193,157141,2248
12/9/2021,SD,12/2/2021,"Dec 2, 2021",2-Dec-21,21-Dec,12/8/2021,170400,3260,411,2382,33,4,0,0,South Dakota,Midwest,,,,10562442,252890,159567,2426
12/16/2021,SD,12/9/2021,"Dec 9, 2021",9-Dec-21,21-Dec,12/15/2021,172762,2362,898,2418,36,3,0,0,South Dakota,Midwest,,,,10875789,232093,162594,3027
12/23/2021,SD,12/16/2021,"Dec 16, 2021",16-Dec-21,21-Dec,12/22/2021,175246,2484,122,2450,32,4,0,0,South Dakota,Midwest,,,,11169034,313347,166166,3572
12/30/2021,SD,12/23/2021,"Dec 23, 2021",23-Dec-21,21-Dec,12/29/2021,178394,3148,664,2474,24,8,0,0,South Dakota,Midwest,,,,11502184,293245,169783,3617
1/6/2022,SD,12/30/2021,"Dec 30, 2021",30-Dec-21,22-Jan,1/5/2022,185284,6890,3742,2507,33,9,0,0,South Dakota,Midwest,,,,11936497,333150,172917,3134
1/13/2022,SD,1/6/2022,"Jan 6, 2022",6-Jan-22,22-Jan,1/12/2022,197912,12628,5738,2534,27,6,0,0,South Dakota,Midwest,,,,12637273,434313,176289,3372
1/20/2022,SD,1/13/2022,"Jan 13, 2022",13-Jan-22,22-Jan,1/19/2022,211885,13973,1345,2572,38,11,0,0,South Dakota,Midwest,,,,13584381,700776,180860,4571
1/27/2022,SD,1/20/2022,"Jan 20, 2022",20-Jan-22,22-Jan,1/26/2022,222881,10996,2977,2622,50,12,0,0,South Dakota,Midwest,,,,14706079,947108,185533,4673
2/3/2022,SD,1/27/2022,"Jan 27, 2022",27-Jan-22,22-Feb,2/2/2022,228892,6011,4985,2659,37,13,0,0,South Dakota,Midwest,,,,15537979,1121698,190255,4722
2/10/2022,SD,2/3/2022,"Feb 3, 2022",3-Feb-22,22-Feb,2/9/2022,231940,3048,2963,2696,37,0,0,0,South Dakota,Midwest,,,,16037092,831900,194374,4119
2/17/2022,SD,2/10/2022,"Feb 10, 2022",10-Feb-22,22-Feb,2/16/2022,233690,1750,1298,2757,61,24,0,0,South Dakota,Midwest,,,,16276611,499113,197631,3257
2/24/2022,SD,2/17/2022,"Feb 17, 2022",17-Feb-22,22-Feb,2/23/2022,235517,1827,77,2783,26,35,0,0,South Dakota,Midwest,,,,16431700,239519,200552,2921
3/3/2022,SD,2/24/2022,"Feb 24, 2022",24-Feb-22,22-Mar,3/2/2022,236117,600,1227,2813,30,4,0,0,South Dakota,Midwest,,,,16515745,155089,202731,2179
3/10/2022,SD,3/3/2022,"Mar 3, 2022",3-Mar-22,22-Mar,3/9/2022,236493,376,224,2843,30,0,0,0,South Dakota,Midwest,,,,16580809,84045,204665,1934
